0.0	-669.29320363152	-669.293599622386	0.0002541457623386414	0.0
0.02	-669.2932043695587	-669.3410000570696	0.030675130371964104	0.0
0.04	-669.293206323142	-669.4662489746964	0.11105826012319213	0.0
0.06	-669.2932094522997	-669.6662290993876	0.239402902262538	0.0
0.08	-669.2932136912085	-669.9359539573921	0.41250879498347315	0.0
0.1	-669.293218947169	-670.268681892935	0.6260492231149781	0.0
0.12	-669.2932250998217	-670.6560754195596	0.8746732898437838	0.0
0.14	-669.2932320010178	-671.0884062937645	1.152137532448729	0.0
0.16	-669.2932394760587	-671.554805404177	1.4514662996347385	0.0
0.18	-669.2932473268512	-672.0435543772835	1.7651389012000562	0.0
0.2	-669.2932553375398	-672.5424127131465	2.085299559153952	0.0
0.22	-669.2932632828612	-673.0389704677509	2.403983752837412	0.0
0.24	-669.2932709391313	-673.5210124273865	2.7133519379094775	0.0
0.26	-669.2932780967388	-673.9768760933184	3.0059192918280684	0.0
0.28	-669.2932845729459	-674.3957835887127	3.274768722513748	0.0
0.3	-669.293290222445	-674.7681279041468	3.513734573093831	0.0
0.32	-669.2932949433346	-675.0856976450805	3.7175468603263044	0.0
0.34	-669.2932986760445	-675.3418319923758	3.8819307284917715	0.0
0.36	-669.2933013945672	-675.531508286122	4.003662666060043	0.0
0.38	-669.293303090858	-675.6513765309575	4.080592661114774	0.0
0.4	-669.2933037560919	-675.6997650130968	4.111647818374624	0.0
0.42	-669.2933033647012	-675.6766853560412	4.0968356141772855	0.0
0.44	-669.2933018677412	-675.5838606257067	4.037261938525843	0.0
0.46	-669.2932992005748	-675.424785598585	3.9351697700827493	0.0
0.48	-669.2932953063697	-675.2048064541731	3.7939903074550165	0.0
0.5	-669.2932901709953	-674.9311838676073	3.6183834394621313	0.0
0.52	-669.2932838603963	-674.6130868181602	3.414233747461848	0.0
0.54	-669.2932765482401	-674.2614618412298	3.188566573920379	0.0
0.56	-669.2932685236816	-673.8887375835303	2.9493584018283285	0.0
0.58	-669.2932601741913	-673.5083550140941	2.70523535653611	0.0
0.6	-669.2932519458659	-673.1341512818849	2.4650777928721754	0.0
0.62	-669.293244290457	-672.7796587764436	2.2375704683428386	0.0
0.64	-669.293237611304	-672.4574006844978	2.0307504681548627	0.0
0.66	-669.2932322188135	-672.178265770548	1.8516059698256173	0.0
0.68	-669.2932283024505	-671.9510301340446	1.7057693263339373	0.0
0.7000000000000001	-669.2932259213283	-671.7820684145421	1.5973317244854108	0.0
0.72	-669.293225013127	-671.6752679068541	1.5287880585492684	0.0
0.74	-669.2932254194261	-671.6321306450726	1.501102431221188	0.0
0.76	-669.2932269250794	-671.6520228235592	1.5138682060038908	0.0
0.78	-669.2932293058682	-671.732509973771	1.565523092115721	0.0
0.8	-669.2932323756229	-671.8697040590698	1.6535718786663176	0.0
0.8200000000000001	-669.293236020781	-672.0585505640558	1.7747706655594677	0.0
0.84	-669.2932402109392	-672.2930037049701	1.925239306237312	0.0
